probe_id	chromosome	position	VALUE
ID_2877_RP4_815D20	7	48856379	0.2322
ID_2878_RP5_905M6	7	111478076	-0.0364
ID_2879_RP5_937E21	X	149603409	0.1569
ID_2880_RP5_971F3	17	46738866	0.0679
ID_2881_RP11_467J12	16	52976661	0.0889
ID_2882_RP11_468E2	14	24091379	0.4679
ID_2883_RP11_471L13	17	12179617	-0.0458
ID_2884_RP11_481K9	12	98643767	0.1692
ID_2885_RP11_483E17	2	174563476	0.2672
ID_2886_RP11_490M17	2	122429220	0.0879
ID_2887_RP11_492I23	4	3490897	0.2266
ID_2888_RP11_494O6	12	85055807	0.0832
ID_2889_RP11_502F14	2	16339681	0.3396
ID_2890_RP11_502P9	7	11850653	0.1612
ID_2891_RP11_504G5	2	115175311	0.0222
ID_2892_RP11_423F16	19	51214670	0.3509
ID_2893_RP11_430G13	14	64663323	0.2842
ID_2894_RP11_434F12	Y	17515075	0.3819
ID_2895_RP11_484F16	14	56201755	0.0712
ID_2896_RP11_489P1	5	174533779	-0.0288
ID_2897_RP11_495K20	5	58873390	0.0009
ID_2898_RP11_544I20	14	63884927	0.2012
ID_2899_RP11_554A11	11	69081463	0.2052
ID_2900_RP11_565F4	5	120770630	-0.0034
ID_2901_RP11_10I11	19	51042879	0.5336
ID_2902_RP11_139K6	17	33389369	0.1222
ID_2903_RP11_500M22	19	4957121	0.3502
ID_2904_CTB_107A22	5	147672856	0.1369
ID_2905_CTB_176I15	5	148538329	-0.1181
ID_2906_CTB_187L3	19	15520553	-0.2391
ID_2907_CTC_370H24	5	145792475	0.0949
ID_2908_CTC_435M10	19	41282399	0.2802
ID_2909_CTC_453E13	5	115858471	0.1192
ID_2910_CTD_2022G9	5	54138322	-0.0564
ID_2911_CTD_2115H11	8	43402963	-0.0398
ID_2912_CTD_2219P12	5	27376018	-0.0364
ID_2914_CTD_2629I16	8	6840096	-0.0308
ID_2915_CTD_3245B9	11	118896488	0.1056
ID_2916_RP11_243M7	11	9688545	0.0596
ID_2917_RP11_245H16	8	6058314	0.0282
ID_2918_RP11_249J17	3	115824008	0.9742
ID_2919_RP11_260A9	17	27114220	-0.0194
ID_2920_RP11_261A24	2	63195994	-0.0424
ID_2921_RP11_267C19	18	967960	-0.0321
ID_2922_RP11_268J1	3	149222986	-0.0588
ID_2923_RP11_269M19	7	154916636	0.4212
ID_2924_RP11_281J9	16	77928977	0.0382
ID_2925_RP11_282M16	15	67887166	0.0582
ID_2926_RP11_283I17	12	44569545	-0.0234
ID_2927_RP11_27G13	4	155322332	-0.1528
ID_2928_RP11_44J2	3	114416862	0.0159
ID_2929_RP11_44P19	4	92563131	-0.3418
ID_2930_RP11_45D17	X	151655079	0.1462
ID_2931_RP11_48F15	3	132689381	0.0012
ID_2932_RP11_50C13	15	58534609	-0.1468
ID_2933_RP11_51B23	11	12390851	0.1839
ID_2934_RP11_2B17	11	1709647	0.2356
ID_2935_RP11_2G10	4	74136771	-0.0414
ID_2936_RP11_2I22	11	103316711	-0.3044
ID_2937_RP11_4C17	8	131474899	0.0432
ID_2938_RP11_4K11	12	53815900	0.3446
ID_2939_RP11_5G23	18	25673441	0.0829
ID_2940_RP11_8P11	15	73755347	0.1636
ID_2941_RP11_9B17	19	37745701	2.8679
ID_2942_RP11_10E21	11	55739787	-0.0681
ID_2943_RP11_11N15	11	111055171	-0.2591
ID_2944_RP11_12C11	11	44984524	0.2129
ID_2945_RP11_12K13	12	83850135	0.1429
ID_2946_RP11_179H3	22	21964753	0.1279
ID_2947_RP11_211N8	9	62549546	-0.1624
ID_2948_RP11_273L18	7	38417187	0.0772
ID_2949_RP11_943H6	19	17780828	0.2602
ID_2950_RP11_370P15	16	63805207	0.0312
ID_2951_RP11_372K20	17	54758017	-0.0691
ID_2952_RP11_373L22	8	101546011	-0.0108
ID_2953_RP11_383D22	18	56943752	0.1326
ID_2954_RP11_385D13	17	15571709	0.0176
ID_2955_RP11_389F18	2	170015928	0.1092
ID_2956_RP11_395I14	8	25332156	-0.1668
ID_2957_RP11_396N11	18	60238955	0.0799
ID_2958_RP11_399J13	11	65133919	0.1062
ID_2959_RP11_170P5	5	166399803	-0.0561
ID_2960_RP11_179A16	11	81983908	-0.0738
ID_2961_RP11_192H23	17	28472728	0.2379
ID_2962_RP11_243P9	Y	18649741	0.4832
ID_2963_RP11_249M12	5	116688554	0.0292
ID_2964_RP11_262P9	14	94411149	-0.2331
ID_2965_RP11_302L17	5	90315074	-0.0511
ID_2966_RP11_313P15	5	61485000	0.0266
ID_2967_RP11_321F20	13	68517541	-0.0114
ID_2968_RP11_388M20	16	31153798	0.2639
ID_2969_RP11_419E14	2	78753746	0.0119
ID_2970_RP11_419L16	18	50611632	0.2159
ID_2971_RP11_420J11	3	180350077	0.0156
ID_2972_RP11_425J20	4	137393641	-0.1274
ID_2973_RP11_430H7	18	71023123	0.0982
ID_2974_RP11_433J8	14	96782866	-0.1931
ID_2975_RP11_438N5	11	3952172	0.1069
ID_2976_RP11_439M9	2	198342088	0.1919
ID_2977_RP11_440P12	2	161126832	0.1039
ID_2978_RP11_451C2	2	102060595	0.0826
ID_2979_RP11_457F14	2	40355713	0.1916
ID_2980_RP1_24K19	X	113298159	0.1342
ID_2981_RP1_126N20	21	14389121	0.0742
ID_2982_RP1_245P17	21	34249278	0.2072
ID_2983_RP1_80K22	8	127728775	0.2839
ID_2984_RP1_136J15	X	109605119	0.1119
ID_2985_RP1_155G6	20	49009611	0.0806
ID_2986_RP5_1028D15	20	43742614	0.2192
ID_2987_RP5_1112G21	17	40272545	0.2812
ID_2988_RP6_1O2	X	10424426	0.1622
ID_2989_RP11_738E22	4	56873760	-0.0364
ID_2990_RP11_767L7	3	120035879	0.0389
ID_2991_RP11_816J6	3	169705349	-0.0844
ID_2992_CTC_1277H1	11	17582504	0.3072
ID_2993_CTC_1499I20	4	178195519	-0.0204
ID_2994_CTD_2033D15	15	39627523	0.0042
ID_2995_RP11_5M9	2	50399186	0.0059
ID_2996_RP11_304L19	16	2177531	0.4836
ID_2997_RP11_13A12	1	118047142	0.0182
ID_2998_RP11_13J8	2	201069675	0.1722
ID_3000_RP11_34M16	8	81620783	0.0652
ID_3001_RP11_35C18	3	34559156	-0.0594
ID_3002_RP11_35P16	16	4530161	0.2706
ID_3003_RP11_406A9	14	82633811	0.0076
ID_3004_RP11_567L7	17	59351272	0.1276
ID_3005_RP11_58K22	11	44443864	0.3529
ID_3006_RP11_94L15	17	39736457	0.2622
ID_3007_RP11_100A11	15	66739098	0.1389
ID_3008_RP11_210L7	12	102564267	0.1242
ID_3009_RP11_243K18	16	441406	0.3842
ID_3010_RP11_288H12	6	160160802	0.1509
ID_3011_RP11_363L24	10	61867110	0.0886
ID_3012_RP11_399O19	10	88940329	0.0039
ID_3013_RP11_430C7	1	204605545	0.2436
ID_3014_RP11_511P7	7	150416756	0.5059
ID_3015_RP11_558P14	X	18435835	0.1916
ID_3016_RP5_1059M17	7	101633331	0.6489
ID_3017_RP1_27C22	X	11281841	0.1526
ID_3018_RP1_117N3	1	33065981	0.2296
ID_3019_RP1_244J5	5	137002289	0.0319
ID_3020_RP4_781A18	7	28065485	0.3322
ID_3021_RP5_998H4	7	89266403	0.1379
ID_3022_RP5_1056B24	8	144889232	0.3216
ID_3023_RP3_466A11	11	61871214	0.3942
ID_3024_RP5_1060P11	19	54789288	0.3642
ID_3025_RP5_1164F5	16	84753536	0.1286
ID_3026_RP11_200H5	16	76261038	0.2489
ID_3027_RP11_202H24	2	122548602	0.0179
ID_3028_RP11_203L15	3	160925647	0.2659
ID_3029_RP11_208O6	4	105842273	-0.0991
ID_3030_RP11_210N13	12	43816292	0.0602
ID_3031_RP11_211K17	2	226549557	0.1752
ID_3032_RP11_218M2	2	165209874	0.0579
ID_3033_RP11_220O14	3	77530015	-0.1261
ID_3034_RP11_224A1	7	127760056	0.2262
ID_3035_RP11_231C18	4	54348146	0.0069
ID_3036_RP11_233O10	17	1944152	0.2436
ID_3037_RP11_236L3	11	93742225	-0.0978
ID_3038_RP11_328L16	2	29281060	0.4769
ID_3039_RP11_332O9	14	40924494	-0.0361
ID_3040_RP11_340A13	4	59071526	-0.2741
ID_3041_RP11_342G3	18	69246904	0.0559
ID_3042_RP11_343H10	2	172677880	0.1536
ID_3043_RP11_350N15	8	38412350	0.1532
ID_3044_RP11_361K8	17	48609329	0.2662
ID_3045_RP11_362F19	4	141353670	-0.1734
ID_3046_RP11_363G3	2	193282612	0.1266
ID_3052_RP11_463G6	20	56331322	-0.0071
ID_3053_RP11_70F2	22	32971412	-0.0161
ID_3056_RP11_465B22	1	1106762	0.2136
ID_3057_RP11_45I3	1	16534512	0.0896
ID_3058_RP11_117D22	1	53360420	0.1636
ID_3059_RP11_5P4	1	63046782	-0.0108
ID_3060_RP11_250D8	1	74254626	-0.1738
ID_3061_RP11_413P11	1	99515152	-0.1411
ID_3062_RP11_90H3	1	105837733	-0.0584
ID_3063_RP11_31F15	1	113045162	0.1172
ID_3064_RP11_206M24	1	157820095	-0.0708
ID_3065_RP11_5K23	1	161654302	0.0712
ID_3066_RP11_277B15	1	167205189	0.1006
ID_3067_RP1_128O17	20	41978902	-0.0801
ID_3068_RP1_309F20	20	58886963	-0.0208
ID_3069_RP3_469A13	20	36824410	-0.0168
ID_3070_RP4_811H13	20	9340689	-0.1908
ID_3071_RP5_855L24	20	14702239	-0.1548
ID_3072_RP5_1010E17	20	55424971	-0.1158
ID_3073_CTA_221G9	22	25205121	0.0276
ID_3074_CTA_268H5	22	45289856	0.0216
ID_3075_CTA_397C4	22	44462274	0.1099
ID_3076_RP11_468C2	9	24983637	-0.4271
ID_3077_RP11_495L19	9	23477004	-0.5671
ID_3078_RP11_513M16	9	19418635	0.0562
ID_3079_RP11_6L15	20	54605426	-0.1561
ID_3080_RP11_234K24	20	36206374	0.0802
ID_3081_RP11_353C18	20	35685852	0.1119
ID_3082_RP11_54F22	X	84169640	-0.0218
ID_3083_RP11_102P23	X	81247119	0.1792
ID_3084_RP11_172M3	X	35431090	0.0362
ID_3085_RP11_481F23	X	135569736	-0.0154
ID_3086_RP11_576G22	X	45486221	0.1239
ID_3087_RP13_46M24	X	36505377	-0.0764
ID_3088_RP11_87N22	11	113291564	-0.2668
ID_3089_RP11_88H12	3	65311045	-0.0334
ID_3090_RP11_90K17	11	85851133	-0.0881
ID_3091_RP11_91B3	3	105675250	-0.2048
ID_3092_RP11_91K9	3	177849876	-0.0938
ID_3093_RP11_96B2	8	122530556	-0.0408
ID_3094_RP11_98O2	4	138689162	-0.1401
ID_3095_RP11_99L13	15	25019186	-0.0801
ID_3096_RP11_105K13	3	8936781	-0.0391
ID_3097_RP11_106G13	2	26829319	0.4236
ID_3098_RP11_107J18	3	114333658	0.0119
ID_3099_RP11_239J11	1	193242218	-0.0858
ID_3100_RP11_404H1	1	198442462	-0.2331
ID_3101_RP11_572A16	1	202271663	0.1749
ID_3102_RP11_492K2	1	219403068	0.0889
ID_3103_RP11_239E10	1	223203701	0.1402
ID_3104_RP11_375H24	1	226932209	0.1436
ID_3105_RP11_411P18	10	114164402	0.0852
ID_3106_RP11_428N21	10	66784933	-0.1364
ID_3107_RP11_436O19	10	122426577	0.0809
ID_3108_RP11_574P20	10	79127854	0.3462
ID_3109_RP11_704L16	10	99301540	0.3296
ID_3110_RP11_778O10	10	66157773	-0.1424
ID_3111_RP11_553E5	4	63323808	-0.1921
ID_3112_RP11_561O4	3	107263449	-0.0494
ID_3113_RP11_564G9	5	177438409	0.1006
ID_3114_RP11_566J10	12	76375067	0.2112
ID_3115_RP11_575G10	5	42862037	0.0532
ID_3116_RP11_15H6	21	26426563	0.0192
ID_3117_RP11_41N19	21	30470390	-0.0584
ID_3118_RP11_165F1	19	22236655	-0.0084
ID_3119_RP11_631F7	6	148155183	0.0732
ID_3120_RP11_767J14	6	63075889	-0.0318
ID_3121_RP11_58A9	6	94074719	-0.1384
ID_3122_RP11_95M15	6	137689789	0.0906
ID_3123_RP11_111D8	6	71483364	-0.2474
ID_3124_RP11_295F4	6	132514111	0.0122
ID_3125_RP11_343P23	6	76939733	-0.3024
ID_3126_RP11_368P1	6	141929077	-0.0871
ID_3127_RP11_529A21	6	51397309	0.0369
ID_3128_RP11_175A4	6	33466038	0.3549
ID_3129_RP11_362K18	6	54200730	-0.0688
ID_3130_RP6_14C6	X	54885037	0.1816
ID_3131_RP6_109P7	X	128880906	0.0672
ID_3132_RP1_29A6	X	144596185	-0.0568
ID_3133_RP1_225D2	X	86303184	-0.1118
ID_3134_RP1_318C15	X	120499685	0.0919
ID_3135_RP3_345B16	X	129250078	-0.1014
ID_3136_RP4_552K20	X	141803742	-0.0104
ID_3137_RP4_639D23	X	32282046	-0.0228
ID_3138_RP5_833B2	X	138955890	-0.0138
ID_3139_LL22NC01_132D12	22	36766065	0.1226
ID_3140_LL22NC03_95F10	22	24662018	0.0312
ID_3141_RP3_437M21	22	42803460	0.0766
ID_3142_RP1_13D10	6	16133935	0.0809
ID_3143_RP1_34F7	6	32040614	0.3766
ID_3144_RP1_87H18	6	122276219	-0.3854
ID_3145_RP1_257A7	6	13241083	-0.1844
ID_3146_RP1_292F10	9	84099223	-0.1541
ID_3147_RP3_341E18	6	53069449	-0.1144
ID_3148_RP3_442A17	6	158448937	0.1579
ID_3149_RP4_726A1	1	73456804	-0.3304
ID_3150_RP5_1112D6	6	111324408	-0.2364
ID_3151_RP1_276A6	6	112030708	-0.1994
ID_3152_RP3_336K20	6	7556245	0.0109
ID_3153_RP3_441A12	6	37873703	0.0476
ID_3154_RP11_5P15	9	26691479	-0.4928
ID_3155_RP11_15P13	9	20271795	0.0902
ID_3156_RP11_23D5	9	11266197	-0.0391
ID_3157_RP11_67K19	9	116644042	-0.0984
ID_3158_RP11_80H12	9	101031310	-0.0788
ID_3159_RP11_101K10	9	124407239	0.0356
ID_3160_RP11_172F7	9	85443497	-0.0634
ID_3161_RP11_176L21	9	88877284	-0.1081
ID_3162_RP11_205K6	9	126536482	0.1606
ID_3163_RP11_345K9	9	88123428	0.1192
ID_3164_RP11_373J8	9	127549407	0.1462
ID_3165_RP11_399H11	9	135191105	0.1002
ID_3166_RP11_111P21	3	45451591	0.0049
ID_3167_RP11_113K21	11	83115295	-0.0971
ID_3168_RP11_114L8	14	33378658	-0.1554
ID_3169_RP11_118O11	3	70576187	-0.0918
ID_3170_RP11_120E20	11	3688157	0.1322
ID_3171_RP11_121C1	3	99317633	0.0382
ID_3172_RP11_127A9	4	135510008	-0.1531
ID_3173_RP11_127J8	8	133878118	-0.0114
ID_3174_RP11_131I21	15	25019193	-0.0291
ID_3175_RP11_138P22	17	27956764	0.0922
ID_3176_RP11_140I16	8	56207462	0.1432
ID_3177_RP11_141E12	18	49326531	0.1192
ID_3178_RP11_3B10	5	112713650	-0.0124
ID_3179_RP11_3N16	19	48155596	0.3459
ID_3180_RP11_16E8	3	21641765	-0.1438
ID_3181_RP11_18K15	5	64080750	0.1126
ID_3182_RP11_20K9	5	3203131	0.1252
ID_3183_RP11_37M16	5	28798523	0.0462
ID_3184_RP11_45K3	7	115584266	0.3429
ID_3185_RP11_60K23	14	54103399	-0.0438
ID_3186_RP11_99O17	7	25780883	0.3362
ID_3187_RP11_104F14	8	2512902	-0.1348
ID_3188_RP11_114M5	8	58461103	0.0632
ID_3189_RP11_2P5	13	40994581	-0.0171
ID_3190_RP11_25J23	13	79602753	0.8039
ID_3191_RP11_52L5	13	78561433	0.0586
ID_3192_RP11_120L14	13	84373431	0.0656
ID_3193_RP11_131F1	13	39057266	-0.0754
ID_3194_RP11_168P13	13	43754743	0.0682
ID_3195_RP11_266E6	13	34605097	-0.0644
ID_3196_RP11_309H15	13	73219992	0.0096
ID_3197_RP11_319L6	13	90982781	0.0156
ID_3198_RP11_407E23	13	40025628	0.0126
ID_3199_RP11_431O22	13	52798125	0.0776
ID_3200_RP11_464I4	13	83213789	-0.0264
ID_3201_RP11_52F10	2	62588486	1.3719
ID_3202_RP11_55L3	4	116521110	-0.5281
ID_3203_RP11_57A22	4	109000882	-0.1884
ID_3204_RP11_61G19	4	10680174	-0.0634
ID_3205_RP11_62H20	14	59881964	0.0136
ID_3206_RP11_63M2	4	136954777	0.1096
ID_3207_RP11_69O1	4	140548320	-0.0958
ID_3208_RP11_70E3	16	72112159	0.1216
ID_3209_RP11_71F23	18	47391289	0.2609
ID_3210_RP11_77I22	12	30795922	0.2356
ID_3211_RP11_78M2	15	76494094	-0.1704
ID_3212_RP11_79F7	8	106815464	-0.0158
ID_3213_RP11_11O12	4	2720759	0.0702
ID_3214_RP11_24N19	7	148978980	0.3882
ID_3215_RP11_36H20	7	43504015	0.4646
ID_3216_RP11_111I9	7	30375733	0.3346
ID_3217_RP11_114P12	7	99491098	0.4506
ID_3218_RP11_233L14	14	71780489	0.1646
ID_3219_RP11_264K23	7	124289226	0.2019
ID_3220_RP11_302C22	7	147843699	0.3442
ID_3221_RP11_374N3	17	45662689	0.0506
ID_3222_RP11_390P24	17	39569172	0.1199
ID_3223_RP11_403N12	7	16952566	0.1879
ID_3224_RP11_16N2	4	61176388	-0.0671
ID_3225_RP11_17J14	18	23269051	0.2356
ID_3226_RP11_17P8	4	88574457	0.1076
ID_3227_RP11_21B14	11	60078960	-0.0344
ID_3228_RP11_21D20	11	70790261	0.0766
ID_3229_RP11_21H20	7	47586864	0.4926
ID_3230_RP11_23F10	2	21290369	0.2152
ID_3231_RP11_23N5	18	66750073	-0.0971
ID_3232_RP11_24H3	8	98209551	0.1432
ID_3233_RP11_149A7	4	132609791	-0.1501
ID_3234_RP11_152F13	15	82479843	-0.1151
ID_3235_RP11_157H19	16	61768193	2.4599
ID_3237_RP11_167N19	4	100748097	2.5309
ID_3238_RP11_168G16	15	100374779	0.2812
ID_3239_RP11_169F17	18	73086901	-1.8911
ID_3240_RP11_176L20	2	171636158	6.0849
ID_3241_RP11_178D12	15	55332756	0.8089
ID_3242_RP11_179B11	7	34211977	1.8359
ID_3243_RP11_285F23	2	168737159	0.2132
ID_3244_RP11_286N22	11	61432596	0.3366
ID_3245_RP11_288I13	16	17225955	0.1599
ID_3246_RP11_296E23	18	21443639	0.2759
ID_3247_RP11_297M9	16	9729788	0.1756
ID_3248_RP11_298C15	16	65447030	0.0886
ID_3249_RP11_303E16	16	81081212	1.2409
ID_3250_RP11_304H10	1	24491307	0.2559
ID_3251_RP11_307P14	11	40304127	-0.0094
ID_3252_RP11_314D7	12	73172973	0.0769
ID_3253_RP11_316G9	2	90096305	0.1156
ID_3262_RP11_114B7	1	32722241	0.1999
ID_3263_RP11_342M1	1	42831595	0.1872
ID_3264_RP11_8J9	1	46724988	0.1246
ID_3265_RP11_398N17	1	82276483	-0.2848
ID_3266_RP11_413E1	1	89690727	0.0929
ID_3267_RP11_146P11	1	95604602	-0.0578
ID_3269_RP11_301M17	1	148308494	0.0499
ID_3270_RP11_307C12	1	154962645	1.1302
ID_3271_RP11_12M5	1	179793215	0.1382
ID_3272_RP11_293B7	1	183699182	0.0512
ID_3273_RP11_445K1	1	190111627	-0.0481
ID_3274_RP4_633O20	20	37821126	-0.0131
ID_3275_RP4_733O23	20	33101032	0.1642
ID_3276_RP4_781B1	20	44738223	0.1692
ID_3277_RP5_1075G21	20	54152820	0.0952
ID_3278_RP5_1140M3	20	8313694	-0.0994
ID_3279_RP5_852M4	20	421254	0.0289
ID_3280_RP11_47L18	22	21670783	0.0176
ID_3281_CTA_445C9	22	26568232	0.1646
ID_3282_RP11_541F16	9	82898213	-0.0968
ID_3283_RP11_563H8	9	71545462	-0.1431
ID_3284_RP11_526K24	20	13740724	-0.1508
ID_3285_RP13_152O15	20	64094884	0.4259
ID_3286_RP11_236O12	X	75647180	-0.0328
ID_3287_RP11_361B11	X	93939497	-0.0551
ID_3288_RP11_400P10	X	98470690	0.1339
ID_3289_RP13_260P4	X	73603477	-0.0204
ID_3290_RP11_88P6	3	187493395	-0.1038
ID_3291_RP11_89N17	7	33801835	0.2816
ID_3292_RP11_92H22	4	70871976	-0.0834
ID_3293_RP11_93N14	3	108993709	0.0832
ID_3294_RP11_94P14	15	77187583	-0.1024
ID_3295_RP11_100N20	4	81125813	-0.1058
ID_3296_RP11_101E7	16	22018228	0.1499
ID_3297_RP11_104I20	17	29815294	0.2256
ID_3298_RP11_108G3	18	37881275	0.0586
ID_3299_RP11_109E24	18	6853265	-0.2121
ID_3300_RP11_110G2	2	46120421	0.3362
ID_3301_RP11_534L20	1	206497044	0.2839
ID_3302_RP11_354K1	1	211634276	0.2972
ID_3303_RP11_438G15	1	215548451	-0.0961
ID_3304_RP11_528D17	1	221064937	0.0142
ID_3305_RP11_359A17	1	239456231	0.0069
ID_3306_RP11_13L16	1	244339740	0.0772
ID_3307_RP11_472N13	10	31616308	-0.0621
ID_3308_RP11_505N10	10	33488096	-0.1734
ID_3309_RP13_445N5	10	38378200	0.0949
ID_3310_RP11_210G22	3	151090711	0.1112
ID_3311_RP11_556H2	16	79099286	0.1309
ID_3312_RP11_559M6	14	62430069	-0.0824
ID_3313_RP11_560F8	5	101722902	0.1302
ID_3314_RP11_567N4	4	75490685	-0.0364
ID_3315_RP11_569H14	3	98745421	0.0222
ID_3316_RP11_571M6	12	57711851	0.3676
ID_3317_RP11_266G18	21	25265587	0.0222
ID_3318_RP11_30G7	2	100221825	0.4252
ID_3319_RP11_300M24	6	164819554	0.1672
ID_3320_RP11_3B11	6	144166660	0.0152
ID_3321_RP11_25O6	6	82731554	-0.2688
ID_3322_RP11_173D14	6	78857903	-0.1768
ID_3323_RP11_223L24	6	84348308	-0.2684
ID_3324_RP11_256L9	6	72418589	-0.2618
ID_3325_RP11_385L2	6	8619305	-0.0841
ID_3326_RP11_416F22	6	127092429	0.0319
ID_3327_RP11_501I18	6	42846120	0.1259
ID_3328_RP11_546O15	6	45702040	0.2222
ID_3329_RP1_75H8	X	106977943	0.1742
ID_3330_RP1_105K17	X	83400117	0.1236
ID_3331_RP1_179D3	X	130099214	0.2889
ID_3332_RP3_394F12	X	124947464	-0.0061
ID_3333_RP3_421I20	X	103463734	0.1622
ID_3334_RP3_465G10	X	78011494	0.1359
ID_3335_RP5_965E19	X	132301792	0.2516
ID_3336_RP5_1156N12	X	82247096	0.3499
ID_3337_RP1_76B20	22	29739237	0.1872
ID_3338_RP1_249K20	10	9066945	0.0469
ID_3339_RP1_120N9	6	83626091	-0.1998
ID_3340_RP1_153G14	6	27417175	0.0409
ID_3341_RP1_230I3	6	118304215	-0.2648
ID_3342_RP3_366M24	6	160319752	0.1629
ID_3343_RP3_412I7	6	116673867	-0.1861
ID_3344_RP3_454N4	6	105541394	-0.0918
ID_3345_RP3_473J16	6	10821170	-0.1351
ID_3346_RP1_61F10	6	88894460	0.0199
ID_3347_RP1_93N13	6	32554644	0.1909
ID_3348_RP3_468B3	6	33868944	0.3519
ID_3349_RP11_28O4	9	119229981	-0.0598
ID_3350_RP11_33K8	9	24177081	-0.1951
ID_3351_RP11_58C3	9	116194552	-0.0054
ID_3352_RP11_113D19	9	21168069	-0.0071
ID_3353_RP11_137O6	9	123059858	0.0002
ID_3354_RP11_149I2	9	21959126	-0.3024
ID_3355_RP11_264J11	9	28850643	-0.5071
ID_3356_RP11_276H19	9	87059303	-0.0658
ID_3357_RP11_318L4	9	103494656	0.1279
ID_3358_RP11_413D24	9	13831283	0.0452
ID_3359_RP11_429D3	9	121936072	0.0342
ID_3360_RP11_439A18	9	83583641	-0.0031
ID_3361_RP11_115D19	4	89784120	0.0602
ID_3362_RP11_115M9	8	121737254	-0.0458
ID_3363_RP11_117J13	4	8180873	0.2366
ID_3364_RP11_123G24	2	187705229	0.0039
ID_3365_RP11_125F14	11	47405518	0.2092
ID_3366_RP11_132J20	5	8453837	0.0862
ID_3367_RP11_135M12	4	35625533	-0.1131
ID_3368_RP11_137L15	8	47690670	-0.0208
ID_3369_RP11_144B2	12	120232536	0.2706
ID_3370_RP11_146G7	18	6853276	0.0722
ID_3371_RP11_148F10	16	8036869	1.3936
ID_3372_RP11_11N9	8	33051200	-0.0981
ID_3373_RP11_15G6	5	33330786	-0.0258
ID_3374_RP11_22G4	10	34226439	-0.2701
ID_3375_RP11_25F13	5	145333841	0.0212
ID_3376_RP11_76C24	14	79342968	0.0286
ID_3377_RP11_92M7	5	53655691	0.0216
ID_3378_RP11_115I6	5	72410034	0.1549
ID_3379_RP11_125H8	14	67247433	0.1456
ID_3380_RP11_74A12	13	95056936	0.0309
ID_3381_RP11_95G6	13	28425685	0.1246
ID_3382_RP11_111G7	13	25739517	0.0802
ID_3383_RP11_187L3	13	20357391	-0.6028
ID_3384_RP11_226E21	13	77122805	0.0892
ID_3385_RP11_245B11	13	114078925	0.4362
ID_3386_RP11_359P14	13	60303408	0.0462
ID_3387_RP11_376H15	13	85401188	0.2636
ID_3388_RP11_388E20	13	78421264	-0.0351
ID_3389_RP11_502J9	13	103867086	0.0062
ID_3390_RP11_524F1	13	59229237	-0.0168
ID_3391_RP11_552M6	13	73741205	0.0306
ID_3392_RP11_44B21	15	95718844	0.0369
ID_3393_RP11_152P23	16	8956684	0.1052
ID_3394_RP11_58G13	18	37051349	-0.0114
ID_3395_RP11_59I16	4	183160528	-0.1494
ID_3396_RP11_59P4	2	116782601	0.2009
ID_3397_RP11_64O13	3	152047868	-0.1271
ID_3398_RP11_66G8	3	39735277	0.0072
ID_3399_RP11_67K11	2	68004543	0.1949
ID_3400_RP11_71N3	8	132155959	0.1169
ID_3401_RP11_73M18	14	103764026	0.1656
ID_3402_RP11_76E12	14	97613837	-0.3148
ID_3403_RP11_83J16	15	34894659	-0.1898
ID_3404_RP11_84G18	2	235508949	0.2016
ID_3405_RP11_48O9	11	32987045	0.0896
ID_3406_RP11_69O3	7	155785569	0.6012
ID_3407_RP11_88B8	3	47936264	0.1539
ID_3408_RP11_138N3	11	67981793	-0.1108
ID_3409_RP11_173A8	14	74851537	0.3002
ID_3410_RP11_208G20	7	152317149	0.2569
ID_3411_RP11_314A5	3	51857782	0.1039
ID_3412_RP11_328J14	16	72287246	0.1782
ID_3413_RP11_349C2	8	144485111	0.2972
ID_3414_RP11_447A21	3	52691681	0.0229
ID_3415_RP11_467H10	7	77121721	0.4256
ID_3416_RP11_506G7	17	42826906	0.2426
ID_3417_RP11_15A1	19	43930271	0.0149
ID_3418_RP11_16G11	8	121717189	0.0606
ID_3419_RP11_16J22	2	147624742	0.1409
ID_3420_RP11_19C20	4	86418029	0.0052
ID_3421_RP11_19F16	17	57256262	0.2219
ID_3422_RP11_20H14	11	105645749	-0.0648
ID_3423_RP11_24I7	4	61871252	0.0929
ID_3424_RP11_24O17	3	66806497	0.0906
ID_3425_RP11_25C13	18	39739484	0.0429
ID_3426_RP11_154H23	3	71587889	0.0602
ID_3427_RP11_156E6	17	41871957	0.2632
ID_3428_RP11_164L18	11	46321493	0.3482
ID_3429_RP11_165B13	3	118041660	-0.1164
ID_3430_RP11_166M16	17	71740341	-0.0904
ID_3431_RP11_169N13	3	119807483	0.0166
ID_3432_RP11_172B9	2	197193174	0.2022
ID_3433_RP11_174I12	8	123553053	0.1029
ID_3434_RP11_181D11	12	72014972	0.1319
ID_3435_RP11_183H16	12	56243589	0.3759
ID_3436_RP11_188I6	8	103864044	-0.0308
ID_3437_RP11_290I21	12	64174573	0.3462
ID_3438_RP11_292B1	4	28743032	-0.2494
ID_3439_RP11_294M6	8	110743777	-0.1624
ID_3440_RP11_299G20	15	101284446	-0.0464
ID_3441_RP11_300D24	2	211382572	-0.0081
ID_3442_RP11_301O19	2	86150126	0.1892
ID_3443_RP11_309L6	2	207201368	0.1449
ID_3444_RP11_311C24	16	69573843	0.1189
ID_3445_RP11_312H1	3	87518227	-0.2048
